,Open,High,Low,Close,Volume,ReturnsPct,Volatility,Returns,RSI
2023-07-27,459.02,459.44,451.55,452.49,92194375.0,-0.009695351483848369,0.026706257797340986,-4.430000000000007,63.003952569169925
2023-07-26,454.47,456.99,453.38,455.51,71052885.0,0.0066741806448760155,0.026514036638285193,3.019999999999982,67.32954545454547
2023-07-25,453.92,456.735,453.87,455.44,55191240.0,-0.00015367390397580394,0.026058149853265922,-0.06999999999999318,63.25802615933414
2023-07-24,453.37,455.04,452.298,454.2,54023382.0,-0.002722641840857243,0.024118907985061302,-1.240000000000009,57.119543043655675
2023-07-21,453.96,454.165,452.17,452.18,71275618.0,-0.004447380008806623,0.023843134232324203,-2.019999999999982,61.86478126380912
2023-07-20,454.17,455.1,451.44,452.18,70591642.0,0.0,0.02386086954175146,0.0,58.106796116504924
2023-07-19,455.01,456.43,454.1119,455.2,65891688.0,0.006678756247511908,0.02447745859509269,3.019999999999982,61.35244066278548
2023-07-18,450.5,454.86,450.0484,454.19,80744448.0,-0.002218804920913864,0.024028410275188535,-1.009999999999991,43.26074161271328
2023-07-17,449.13,451.93,449.08,450.84,52680221.0,-0.007375767850459125,0.02502072701251042,-3.3500000000000227,31.739358906988812
2023-07-14,450.475,451.36,448.49,449.28,69815823.0,-0.0034602076124568004,0.02358571133301335,-1.5600000000000023,30.62880324543596
2023-07-13,447.9,450.38,447.45,449.56,72425241.0,0.000623219373219408,0.023167240209586666,0.28000000000002956,40.59087989723825
2023-07-12,446.39,447.4799,444.91,446.02,91924527.0,-0.007874366046801362,0.024267224336051923,-3.5400000000000205,20.509633312616558
2023-07-11,440.45,442.97,439.44,442.46,64463752.0,-0.007981704856284466,0.019519517561759056,-3.5600000000000023,16.853932584269685
2023-07-10,438.18,439.84,437.585,439.66,62443501.0,-0.0063282556615286145,0.01919213697998051,-2.7999999999999545,15.610217596972618
2023-07-07,438.63,442.64,438.3,438.55,86134178.0,-0.0025246781603966983,0.019175155057948277,-1.1100000000000136,16.312407315867574
2023-07-06,439.42,440.1,437.06,439.66,80658302.0,0.002531068293239125,0.018287510878758108,1.1100000000000136,20.66541705716972
2023-07-05,441.91,443.889,441.9,443.13,58418432.0,0.007892462357276031,0.018929210753542765,3.4699999999999704,22.303809086737076
2023-07-03,442.92,444.08,442.63,443.79,32793378.0,0.001489404915036241,0.019154535084599283,0.660000000000025,25.746268656716538
2023-06-30,441.44,444.3,441.11,443.28,104964019.0,-0.001149192185493253,0.019130424521360392,-0.5100000000000477,29.67741935483879
2023-06-29,435.96,438.28,435.54,438.11,67882304.0,-0.011663057209889804,0.02149222820270481,-5.169999999999959,24.853669518235165
2023-06-28,435.05,437.44,434.41,436.39,75635976.0,-0.003925954668918874,0.02144155046280872,-1.7200000000000273,22.156448202959837
2023-06-27,432.35,436.81,431.88,436.17,72813699.0,-0.0005041362084373668,0.019295754928167746,-0.21999999999997044,25.774717166748715
2023-06-26,432.62,434.61,431.19,431.44,72823560.0,-0.010844395533851525,0.020866369958697853,-4.730000000000018,24.372093023255857
2023-06-23,432.93,435.06,432.47,433.21,92074537.0,0.004102540330057414,0.021668506531707828,1.7699999999999818,34.245236932095665
2023-06-22,433.95,436.62,433.6,436.51,70637175.0,0.007617552688072848,0.023933201127420388,3.3000000000000114,45.49867608120031
2023-06-21,436.16,436.99,434.33,434.94,76982251.0,-0.0035967102700968923,0.023827827901334857,-1.5699999999999932,39.79238754325253
2023-06-20,437.45,438.37,435.03,437.18,76160359.0,0.005150135650894505,0.024053811488600352,2.240000000000009,36.40931932389224
2023-06-16,443.02,443.6078,438.97,439.46,114165849.0,0.005215243149274906,0.023753632945518167,2.2799999999999727,40.79115270097822
2023-06-15,436.33,443.9,436.23,442.6,110303091.0,0.00714513266281358,0.023992599605281183,3.140000000000043,48.699311400153114
2023-06-14,437.01,439.0612,433.59,437.18,100612080.0,-0.012245820153637621,0.0270623078612473,-5.420000000000016,48.23796892762409
2023-06-13,435.32,437.33,434.63,436.66,95899704.0,-0.0011894414200099845,0.026917486645699828,-0.5199999999999818,50.53592695514101
2023-06-12,430.92,433.88,430.17,433.8,76256703.0,-0.006549718316310238,0.02598945925159586,-2.8600000000000136,45.74200503054258
2023-06-09,429.96,431.99,428.87,429.9,85647268.0,-0.008990318118948903,0.026841530297099896,-3.900000000000034,47.14814814814812
2023-06-08,426.62,429.6,425.82,429.13,61952842.0,-0.0017911142126075807,0.026824960789822706,-0.7699999999999818,42.1538461538462
2023-06-07,428.44,429.62,426.11,426.55,85373275.0,-0.0060121641460629816,0.02522244450890934,-2.579999999999984,30.30063291139247
2023-06-06,426.67,428.5772,425.99,428.03,64022175.0,0.00346969874575076,0.025623465218093718,1.4799999999999613,36.28423977768951
2023-06-05,428.28,429.62,426.37,427.1,65460158.0,-0.0021727449010582323,0.025624482883729788,-0.92999999999995,28.894472361809022
2023-06-02,424.5,428.74,423.95,427.92,91426171.0,0.0019199250760946196,0.023678184074570306,0.8199999999999932,24.264049955397
2023-06-01,418.09,422.92,416.79,421.82,88865018.0,-0.01425500093475418,0.02674847600592202,-6.100000000000023,9.062253743104648
2023-05-31,418.28,419.22,416.22,417.85,106350372.0,-0.00941159736380437,0.025759565903996293,-3.9699999999999704,9.611366485582792
2023-05-30,422.03,422.58,418.735,420.18,72215960.0,0.00557616369510594,0.02708798841829749,2.329999999999984,17.987567987567814
2023-05-26,415.33,420.77,415.25,420.02,93829975.0,-0.00038078918558714925,0.026006432686853407,-0.160000000000025,20.095486111110915
2023-05-25,414.74,416.16,412.4101,414.65,90961606.0,-0.012785105471168068,0.026403914942879372,-5.3700000000000045,18.89024887800882
2023-05-24,412.42,412.82,409.8795,411.09,89213678.0,-0.008585554081755653,0.023961715665671984,-3.5600000000000023,16.959706959706807
2023-05-23,417.08,418.722,413.68,414.09,86383493.0,0.007297672042618331,0.025459924484387733,3.0,27.525252525252384
2023-05-22,418.64,420.39,417.35,418.79,60745399.0,0.011350189572315372,0.02949529984342801,4.7000000000000455,35.06787330316749
2023-05-19,420.17,420.72,417.35,418.62,103793317.0,-0.0004059313737195813,0.02928747854281906,-0.17000000000001592,35.95096090125911
2023-05-18,414.9,419.67,414.67,419.23,97177195.0,0.0014571687926998589,0.02860309428380437,0.6100000000000136,35.502168835502204
2023-05-17,412.35,415.855,410.635,415.23,87286957.0,-0.009541301910645728,0.029674383224149756,-4.0,38.177251524937276
2023-05-16,411.86,412.815,410.24,410.25,57705495.0,-0.011993353081424796,0.03107488322840109,-4.980000000000018,36.8421052631579
2023-05-15,412.22,413.43,410.23,413.01,54289383.0,0.00672760511882986,0.03191214829313282,2.759999999999991,37.7686796315251
2023-05-12,413.42,413.64,409.07,411.59,70481548.0,-0.003438173409844869,0.03192983598922931,-1.420000000000016,36.21197252208051
2023-05-11,411.95,412.43,409.97,412.13,70157064.0,0.00131198522801812,0.0318467529970274,0.5400000000000205,45.104895104895164
2023-05-10,413.88,414.535,408.87,412.85,96142922.0,0.001747021570863705,0.029431813357823015,0.7200000000000273,53.84279475982541
2023-05-09,411.13,412.09,410.6894,410.93,49220119.0,-0.004650599491340723,0.028411505493881033,-1.920000000000016,42.75893675527052
2023-05-08,412.97,413.24,411.28,412.74,50046768.0,0.004404643126566521,0.02813996359984425,1.8100000000000023,34.020073956682594
2023-05-05,408.91,413.72,408.64,412.63,87891791.0,-0.0002665116053690575,0.028143610361576008,-0.11000000000001364,34.12824589295185
2023-05-04,406.93,407.27,403.74,405.13,94901863.0,-0.018176089959527908,0.030910239827862666,-7.5,22.63198757763982
2023-05-03,411.36,413.87,407.77,408.02,91531769.0,0.0071335126996272535,0.0310556084727649,2.8899999999999864,35.375253549695714
2023-05-02,414.77,414.82,407.82,410.84,103998484.0,0.00691142591049454,0.030954343230269063,2.819999999999993,51.3116940862605
2023-05-01,415.47,417.62,415.265,415.51,62122254.0,0.011366955505793142,0.030961221167903258,4.670000000000016,55.12295081967211
2023-04-28,411.49,415.94,411.43,415.93,89433137.0,0.0010108059974489603,0.030997936351003466,0.4200000000000159,59.27350427350431
2023-04-27,407.0,412.69,406.74,412.41,92968369.0,-0.008462962517731265,0.03193445878749746,-3.519999999999982,50.530705079605816
2023-04-26,406.72,407.84,403.78,404.36,78319853.0,-0.019519410295579687,0.03606515203982017,-8.050000000000011,37.40729753782261
2023-04-25,410.58,411.16,406.02,406.08,97766721.0,0.004253635374418696,0.03474492023317453,1.7199999999999704,42.76335422262008
2023-04-24,411.99,413.07,410.6,412.63,64332095.0,0.016129826635145728,0.03800148599858272,6.550000000000011,49.856209150326784
2023-04-21,412.19,412.68,410.17,412.2,73457422.0,-0.001042095824346334,0.0378455345835014,-0.4300000000000068,49.442571947109144
2023-04-20,411.21,413.7,410.27,411.88,75840359.0,-0.0007763221737020487,0.037834065371745745,-0.3199999999999932,60.75183179356483
2023-04-19,412.22,415.08,412.16,414.14,55227330.0,0.00548703505875503,0.03820171825622817,2.259999999999991,59.9479843953186
2023-04-18,415.58,415.72,412.7802,414.21,63559997.0,0.0001690249674022315,0.037841124901609895,0.06999999999999318,56.01570867547306
2023-04-17,412.37,413.96,411.085,413.94,65496534.0,-0.0006518432679075703,0.03763007103386511,-0.2699999999999818,46.675137653536645
2023-04-14,412.81,415.09,410.06,412.46,78161500.0,-0.0035753974005895417,0.03782256959710264,-1.4800000000000182,42.96716659910816
2023-04-13,409.18,413.84,407.9922,413.47,85814754.0,0.0024487223003444303,0.032432363989406895,1.0100000000000477,52.39169675090253
2023-04-12,411.87,412.17,407.44,408.05,86420379.0,-0.013108568940914722,0.0348219084445886,-5.420000000000016,59.44700460829492
2023-04-11,410.26,411.18,408.92,409.72,59297945.0,0.004092635706408609,0.034336891189354436,1.670000000000016,59.342915811088375
2023-04-10,406.61,409.69,405.97,409.61,63681042.0,-0.00026847603241242357,0.03205264545632666,-0.11000000000001364,38.420245398773154
2023-04-06,406.77,409.48,405.678,409.19,63743345.0,-0.0010253655916604432,0.03198577245880371,-0.4200000000000159,38.44973138910219
2023-04-05,407.91,408.7,405.88,407.6,65200243.0,-0.0038857254576113442,0.03116723918682597,-1.589999999999975,35.03496503496521
